k,qpar_fid,qper_fid,qpar_ap,qper_ap,P0_fid_AB,P0_AP_AB,delta_P0_AP_minus_fid_AB,P2_fid_AB,P2_AP_AB,delta_P2_AP_minus_fid_AB,P4_fid_AB,P4_AP_AB,delta_P4_AP_minus_fid_AB
0.16708333333333333,1,1,1.02,0.97999999999999998,5442.0998796182066,5467.1701341552998,25.070254537093206,3634.6996775381499,3817.3414759061702,182.64179836802032,520.34021065078286,665.56872792143656,145.2285172706537
0.16909722222222223,1,1,1.02,0.97999999999999998,5367.3749404502341,5393.5617902786053,26.186849828371123,3603.5492290721731,3777.2083526855617,173.6591236133886,521.9844223211993,665.78185585082417,143.79743352962487
0.1711111111111111,1,1,1.02,0.97999999999999998,5297.2674530839213,5324.3832522741614,27.115799190240068,3572.7340088195992,3738.3810738065308,165.64706498693158,523.45383129453899,665.80511173845741,142.35128044391843
0.173125,1,1,1.02,0.97999999999999998,5231.2441796428566,5259.081768952301,27.837589309444411,3542.2550516270476,3700.8898324491292,158.63478082208167,524.7908361381709,665.67706856481789,140.88623242664698
0.1751388888888889,1,1,1.02,0.97999999999999998,5168.7833712644679,5197.114562923618,28.331191659150136,3512.1302688963647,3664.7618986503885,152.63162975402383,526.03830879441489,665.42506462400888,139.38675582959399
0.17715277777777777,1,1,1.02,0.97999999999999998,5109.3771854689658,5137.9581034370831,28.580917968117319,3482.3968220019178,3630.0317752796182,147.63495327770033,527.23880114355643,665.06799188243872,137.82919073888229
0.17916666666666667,1,1,1.02,0.97999999999999998,5052.5480906483817,5081.1098135019683,28.561722853586616,3453.1292499969236,3596.7574552441274,143.62820524720382,528.42522601161261,664.5971051992982,136.17187918768559
0.18118055555555557,1,1,1.02,0.97999999999999998,4997.8406339338644,5026.0864097061749,28.245775772310481,3424.4291985961499,3565.0353581060858,140.60615950993588,529.62250285740834,664.00151356600509,134.37901070859675
0.18319444444444444,1,1,1.02,0.97999999999999998,4944.8078933590868,4972.4238221884889,27.615928829402037,3396.4093651779599,3534.9796133161717,138.57024813821181,530.85446896024098,663.30129110836185,132.44682214812087
0.18520833333333334,1,1,1.02,0.97999999999999998,4893.0128050309158,4919.7378312916353,26.72502626071946,3369.1944419407964,3506.5748549329514,137.38041299215502,532.14390265763973,662.6264707060692,130.48256804842947
0.18722222222222223,1,1,1.02,0.97999999999999998,4842.0643429895163,4867.7512177089047,25.68687471938847,3342.918009456524,3479.7027425191504,136.7847330626264,533.51005480688298,662.04604999926312,128.53599519238014
0.1892361111111111,1,1,1.02,0.97999999999999998,4791.7567738539874,4816.2498338043424,24.493059950355018,3317.7019814098671,3454.3101748760519,136.60819346618473,534.95952699351096,661.47270837287215,126.51318137936119
0.19125,1,1,1.02,0.97999999999999998,4741.9421938238993,4765.0602284601455,23.118034636246193,3293.6637072055037,3430.4601689341243,136.79646172862067,536.49465560249598,660.83409771466211,124.33944211216613
0.1932638888888889,1,1,1.02,0.97999999999999998,4692.4740488173338,4714.0371005490906,21.563051731756786,3270.9223042257186,3408.2500342344042,137.32773000868565,538.11723333237308,660.15189598809764,122.03466265572456
0.19527777777777777,1,1,1.02,0.97999999999999998,4643.208140864087,4663.1371556347058,19.929014770618778,3249.5995064218823,3387.5831486655934,137.98364224371107,539.82844108453764,659.60449425345496,119.77605316891731
0.19729166666666667,1,1,1.02,0.97999999999999998,4594.0402789685031,4612.4140681164199,18.373789147916796,3229.7747479984937,3368.2551629821905,138.48041498369685,541.62202592705819,659.30417875367368,117.68215282661549
0.19930555555555557,1,1,1.02,0.97999999999999998,4545.0209025263894,4561.9572425967444,16.936340070355072,3211.3364528273769,3350.0934223452373,138.7569695178604,543.46300722906051,659.25243339549638,115.78942616643587
0.20131944444444444,1,1,1.02,0.97999999999999998,4496.2358664649746,4511.8618177955668,15.625951330592216,3194.11660924328,3332.9455105036113,138.82890126033135,545.30895336137996,659.43077499475908,114.12182163337911
0.20333333333333334,1,1,1.02,0.97999999999999998,4447.7649930923199,4462.2170849630074,14.452091870687582,3177.9397788344208,3316.6460521541658,138.70627331974492,547.11753499544841,659.81270445922746,112.69516946377905
0.20534722222222224,1,1,1.02,0.97999999999999998,4399.6817664588498,4413.1181538871751,13.436387428325361,3162.6230642460268,3300.996567106396,138.37350286036917,548.84664102146508,660.39120560703839,111.54456458557331
0.20736111111111111,1,1,1.02,0.97999999999999998,4352.0589069701819,4364.6709579156886,12.61205094550678,3147.9824366634857,3285.7716176636723,137.78918100018655,550.45794820719209,661.14876236236012,110.69081415516803
0.20937500000000001,1,1,1.02,0.97999999999999998,4305.00890447038,4316.9895612549535,11.980656784573512,3133.8769227376806,3270.7506027845275,136.87368004684686,551.94046180750456,662.02812811261538,110.08766630511082
0.2113888888888889,1,1,1.02,0.97999999999999998,4258.6626583458074,4270.1987987014199,11.536140355612588,3120.1864370032163,3255.7513645184172,135.56492751520091,553.29671514774213,662.97027172583228,109.67355657809014
0.21340277777777777,1,1,1.02,0.97999999999999998,4213.1483122408117,4224.4312811280888,11.282968887277093,3106.7896080601677,3240.6412723105977,133.85166425043008,554.53059646275938,663.96648237760053,109.43588591484115
0.21541666666666667,1,1,1.02,0.97999999999999998,4168.5902529104014,4179.7961603088097,11.205907398408272,3093.5633018794124,3225.344475047285,131.78117316787257,555.64747516770854,664.97724707841678,109.32977191070825
0.21743055555555557,1,1,1.02,0.97999999999999998,4125.1078410636756,4136.350297011656,11.242455947980488,3080.3830358928826,3209.8683737150291,129.48533782214645,556.6544734734756,665.92935250778999,109.27487903431438
0.21944444444444444,1,1,1.02,0.97999999999999998,4082.781947999933,4094.1240938759101,11.342145875977167,3067.1682405227957,3194.2253785318699,127.05713800907415,557.56520581661084,666.80564138420982,109.24043556759898
0.22145833333333334,1,1,1.02,0.97999999999999998,4041.6365633163855,4053.138198929083,11.501635612697555,3053.9153483157943,3178.4117953495615,124.49644703376725,558.40216586007762,667.6149814988438,109.21281563876619
0.22347222222222224,1,1,1.02,0.97999999999999998,4001.6923281999279,4013.4125939760597,11.720265776131782,3040.6309368823486,3162.4217313892777,121.79079450692916,559.18910770363084,668.3703258329241,109.18121812929326
0.22548611111111111,1,1,1.02,0.97999999999999998,3962.9715347825299,3974.9669344718773,11.995399689347323,3027.3244137447205,3146.261996644138,118.93758289941752,559.95035229326311,669.0842708793474,109.13391858608429
0.22750000000000001,1,1,1.02,0.97999999999999998,3925.4977059658809,3937.7921044741834,12.294398508302493,3014.0078299870925,3130.0063586495139,115.99852866242145,560.71086746815911,669.7153379731601,109.004470505001
0.22951388888888891,1,1,1.02,0.97999999999999998,3889.2920361670203,3901.8422761506235,12.550239983603205,3000.6954557602239,3113.784277428837,113.08882166861304,561.49553156285458,670.23049921689983,108.73496765404525
0.23152777777777778,1,1,1.02,0.97999999999999998,3854.3142846667838,3867.0518183028562,12.737533636072385,2987.3979580952728,3097.7182037364501,110.32024564117728,562.31380843034606,670.66390038783186,108.3500919574858
0.23354166666666668,1,1,1.02,0.97999999999999998,3820.4691490860296,3833.340291810553,12.871142724523452,2974.1221785187081,3081.8942545067457,107.77207598803761,563.16043482247005,671.07929847188757,107.91886364941752
0.23555555555555557,1,1,1.02,0.97999999999999998,3787.6614487248089,3800.6152362019675,12.953787477158585,2960.876001830155,3066.3461117104025,105.47010988024749,564.02915099172969,671.50197127831098,107.47282028658128
0.23756944444444444,1,1,1.02,0.97999999999999998,3755.798398972559,3768.7816177479972,12.983218775438218,2947.66852088836,3051.0838449090334,103.41532402067332,564.91316656586218,671.92548773801047,107.01232117214829
0.23958333333333334,1,1,1.02,0.97999999999999998,3724.7897821112051,3737.7487975882495,12.959015477044431,2934.5099811315986,3036.1135281714342,101.60354703983558,565.80510139231569,672.3437002743716,106.53859888205591
0.24159722222222221,1,1,1.02,0.97999999999999998,3694.5483229496031,3707.431459985577,12.883137035973959,2921.4118885826015,3021.4398008512371,100.02791226863565,566.69686460834782,672.74537809439096,106.04851348604313
0.24361111111111111,1,1,1.02,0.97999999999999998,3664.9957017512688,3677.748644940636,12.752943189367215,2908.3920650865698,3007.0713891676742,98.679324081104369,567.57783864274779,673.1091747733177,105.53133613056991
0.24562500000000001,1,1,1.02,0.97999999999999998,3636.0616446124495,3648.6231176250399,12.561473012590341,2895.4747788666341,2993.0243434400909,97.549564573456792,568.43507759756778,673.40934003306666,104.97426243549887
