k,ell,group,variation,parameter_index,baseline_value,delta,Pell_baseline_AB,Pell_varied_AB,delta_Pell_AB,k_delta_Pell_AB
0.086527777777777773,0,eft,alpha0_ab,0,0.40000000000000002,1,12604.717354492932,12642.334492945934,37.617138453002553,3.2549273966973042
0.088541666666666657,0,eft,alpha0_ab,0,0.40000000000000002,1,12146.03919741754,12183.954981870869,37.915784453329252,3.3571267484718605
0.090555555555555542,0,eft,alpha0_ab,0,0.40000000000000002,1,11707.802021048044,11745.987313974591,38.185292926546026,3.4578904150150009
0.09256944444444444,0,eft,alpha0_ab,0,0.40000000000000002,1,11293.506420438127,11331.946542915457,38.440122477330078,3.5583807821028466
0.094583333333333325,0,eft,alpha0_ab,0,0.40000000000000002,1,10905.933260694259,10944.627881807726,38.694621113467292,3.6598662469821144
0.096597222222222209,0,eft,alpha0_ab,0,0.40000000000000002,1,10547.062828581997,10586.025034681004,38.962206099007744,3.7636408808138726
0.098611111111111108,0,eft,alpha0_ab,0,0.40000000000000002,1,10217.506885527357,10256.760392428991,39.253506901633955,3.8708319305777925
0.10062499999999999,0,eft,alpha0_ab,0,0.40000000000000002,1,9917.5747185926975,9957.1534718408402,39.578753248142675,3.9826120455943563
0.10263888888888888,0,eft,alpha0_ab,0,0.40000000000000002,1,9646.3289064114288,9686.2731430161712,39.9442366047424,4.0998320626256435
0.10465277777777778,0,eft,alpha0_ab,0,0.40000000000000002,1,9402.2514957171061,9442.6056343021264,40.354138585020337,4.2231726977517807
0.10666666666666666,0,eft,alpha0_ab,0,0.40000000000000002,1,9183.526535192188,9224.3375319623556,40.810996770167549,4.3531729888178718
0.10868055555555554,0,eft,alpha0_ab,0,0.40000000000000002,1,8987.5439967850725,9028.8571322873449,41.313135502272416,4.4899345181289112
0.11069444444444444,0,eft,alpha0_ab,0,0.40000000000000002,1,8811.5845059017847,8853.442058728624,41.85755282683931,4.6333985559709623
0.11270833333333333,0,eft,alpha0_ab,0,0.40000000000000002,1,8652.787739910098,8695.2268393517479,42.439099441649887,4.7832401662359558
0.11472222222222221,0,eft,alpha0_ab,0,0.40000000000000002,1,8508.0786220863047,8551.1283020111769,43.04967992487218,4.9387549469367249
0.11673611111111111,0,eft,alpha0_ab,0,0.40000000000000002,1,8374.4015170252314,8418.0815943861726,43.680077360941141,5.0990423641487537
0.11874999999999999,0,eft,alpha0_ab,0,0.40000000000000002,1,8248.9191830401505,8293.2394160283875,44.320232988236967,5.26302766735314
0.12076388888888888,0,eft,alpha0_ab,0,0.40000000000000002,1,8129.0377739333462,8173.9970637904207,44.959289857074509,5.4294586848230946
0.12277777777777778,0,eft,alpha0_ab,0,0.40000000000000002,1,8012.2116942904086,8057.7972792638566,45.585584973448022,5.5968968217400068
0.12479166666666666,0,eft,alpha0_ab,0,0.40000000000000002,1,7896.3513444439322,7942.5397186039745,46.188374160042258,5.7639241920552733
0.12680555555555556,0,eft,alpha0_ab,0,0.40000000000000002,1,7780.0112914265119,7826.7700994294646,46.758808002952719,5.929276625929977
0.12881944444444443,0,eft,alpha0_ab,0,0.40000000000000002,1,7661.8091533312418,7709.0969293038979,47.287775972656164,6.0915850298109149
0.13083333333333333,0,eft,alpha0_ab,0,0.40000000000000002,1,7540.691203943079,7588.4586369227218,47.767432979642763,6.2495724815032609
0.13284722222222223,0,eft,alpha0_ab,0,0.40000000000000002,1,7416.5316145480829,7464.7262534552183,48.194638907135413,6.4025239048159754
0.1348611111111111,0,eft,alpha0_ab,0,0.40000000000000002,1,7289.3678813959777,7337.9349895740625,48.567108178084709,6.5498141723500343
0.136875,0,eft,alpha0_ab,0,0.40000000000000002,1,7159.2838754400727,7208.1667591689475,48.882883728874731,6.6908447103897286
0.1388888888888889,0,eft,alpha0_ab,0,0.40000000000000002,1,7026.9375624183385,7076.0816640703088,49.144101651970232,6.8255696738847549
0.14090277777777779,0,eft,alpha0_ab,0,0.40000000000000002,1,6893.3349353474969,6942.6905416684494,49.355606320952575,6.9543420295286653
0.14291666666666666,0,eft,alpha0_ab,0,0.40000000000000002,1,6759.4685587178719,6808.9910078788853,49.522449161013355,7.0775833592614923
0.14493055555555556,0,eft,alpha0_ab,0,0.40000000000000002,1,6626.3349044740789,6675.9853329174512,49.65042844337222,7.1958641778692938
0.14694444444444446,0,eft,alpha0_ab,0,0.40000000000000002,1,6494.9934515505402,6544.7409702258728,49.747518675332685,7.3101214942363875
0.14895833333333333,0,eft,alpha0_ab,0,0.40000000000000002,1,6366.5041537536435,6416.3264625441152,49.822308790471652,7.4214480802473402
0.15097222222222223,0,eft,alpha0_ab,0,0.40000000000000002,1,6241.9057960348564,6291.7893377927576,49.883541757901185,7.5310291515053596
0.15298611111111113,0,eft,alpha0_ab,0,0.40000000000000002,1,6122.0238478451192,6171.9633105515522,49.939462706433005,7.6400441904355505
0.155,0,eft,alpha0_ab,0,0.40000000000000002,1,6007.3200085147637,6057.3173393072311,49.997330792467437,7.7495862728324525
0.1570138888888889,0,eft,alpha0_ab,0,0.40000000000000002,1,5898.2119404442592,5948.2763650327579,50.064424588498696,7.8608099996246912
0.1590277777777778,0,eft,alpha0_ab,0,0.40000000000000002,1,5795.1066777933456,5845.2547925433528,50.148114750007153,7.9749432484386382
0.16104166666666667,0,eft,alpha0_ab,0,0.40000000000000002,1,5698.1838443566803,5748.4378349584294,50.253990601749138,8.0929864031566847
0.16305555555555556,0,eft,alpha0_ab,0,0.40000000000000002,1,5607.2177409970172,5657.6019361215931,50.384195124575854,8.2154229272572294
