k,mu,case,P_AA,P_AB,P_BB,geometric_mean,r_minus_one,valid_geometric_mean,construction
0.066388888888888886,0.5,matter_loops_linear_bias,22600.28593813358,15762.547306280536,10993.777993663965,15762.694128770187,-9.314555522776935e-06,1,"Matter/RSD loops, linear bias"
0.068402777777777771,0.5,matter_loops_linear_bias,22043.509594963496,15371.355200235079,10718.940724139049,15371.50196631429,-9.5479335417980593e-06,1,"Matter/RSD loops, linear bias"
0.070416666666666669,0.5,matter_loops_linear_bias,21470.455595786912,14968.898313871112,10436.308382138119,14969.044582158049,-9.7713842813762497e-06,1,"Matter/RSD loops, linear bias"
0.072430555555555554,0.5,matter_loops_linear_bias,20878.679027987939,14553.48402135928,10144.709272966114,14553.629401029571,-9.9892381677513242e-06,1,"Matter/RSD loops, linear bias"
0.074444444444444438,0.5,matter_loops_linear_bias,20267.827414704661,14124.880402386358,9843.9914018648233,14125.024559441759,-1.0205791486916915e-05,1,"Matter/RSD loops, linear bias"
0.076458333333333323,0.5,matter_loops_linear_bias,19640.551905767996,13684.950259031119,9535.4636185116942,13685.092916927573,-1.0424327939961842e-05,1,"Matter/RSD loops, linear bias"
0.078472222222222221,0.5,matter_loops_linear_bias,19000.853586119818,13236.496684237449,9221.0897173992798,13236.637625348014,-1.0647803056484939e-05,1,"Matter/RSD loops, linear bias"
0.080486111111111105,0.5,matter_loops_linear_bias,18354.688971611948,12783.682913051938,8903.7795412778032,12783.82196965977,-1.0877545710608061e-05,1,"Matter/RSD loops, linear bias"
0.08249999999999999,0.5,matter_loops_linear_bias,17708.574469050545,12331.060173350299,8586.7117809667889,12331.197225635637,-1.1114272428724981e-05,1,"Matter/RSD loops, linear bias"
0.084513888888888888,0.5,matter_loops_linear_bias,17069.67866480181,11883.628534857311,8273.3739469260054,11883.76349258811,-1.135648070438311e-05,1,"Matter/RSD loops, linear bias"
