k,variation,tracer,parameter_index,baseline_value,delta,P0_baseline_AB,P0_varied_AB,fractional_response
0.24763888888888888,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3607.6764520453798,3860.4148532436438,0.070055728266589262
0.24965277777777778,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3579.7710007771675,3832.6837208377974,0.070650530440556844
0.25166666666666665,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3552.2771218367707,3805.3509774854147,0.071242711919330057
0.25368055555555552,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3525.127941667959,3778.3504019700367,0.071833551715647037
0.25569444444444445,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3498.2728446841916,3751.6319681060977,0.072424060292180625
0.25770833333333332,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3471.712850898396,3725.1971468966685,0.07301418835163076
0.25972222222222219,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3445.4590935140532,3699.0574808993779,0.073603656436587547
0.26173611111111111,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3419.5216668956914,3673.2234589332297,0.074192187314857341
0.26374999999999998,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3393.9097447091644,3647.7046353930928,0.074779504988184906
0.26576388888888891,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3368.6316913848746,3622.5097428333738,0.075365333674732402
0.26777777777777778,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3343.6952433928604,3597.6468733938791,0.075949394761028813
0.26979166666666665,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3319.1136512149651,3573.1295511341682,0.076531244968433151
0.27180555555555558,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3294.9103402966357,3548.9813503865753,0.077110143782263274
0.27381944444444445,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3271.1096134029176,3525.2267160194133,0.077685291124236902
0.27583333333333332,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3247.735479308255,3501.8898044268617,0.078255857577643556
0.27784722222222225,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3224.8115094687728,3478.9943400298171,0.078820988394114277
0.27986111111111112,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3202.3607131025065,3456.5634901850522,0.079379807540877978
0.28187499999999999,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3180.4053678066675,3434.6196954922484,0.079931423289257328
0.28388888888888891,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3158.9508712465472,3413.1684853805141,0.080475330100227421
0.28590277777777778,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3137.9648510459365,3392.1775436954958,0.081011963076905086
0.28791666666666665,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3117.4101805672572,3371.6098010140108,0.081541922853571494
0.28993055555555558,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3097.2503068108463,3351.4287741395465,0.082065846202278955
0.29194444444444445,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3077.4491539465116,3331.5984688312574,0.082584407465782314
0.29395833333333332,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3057.9710349496213,3312.0832906725764,0.083098320035965109
0.29597222222222225,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3038.7805709089298,3292.8479636459115,0.08360833788699247
0.29798611111111112,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3019.8441264740777,3273.8589631129435,0.0841152145609083
0.29999999999999999,b2_A_plus_0p40,A,1,0.20000000000000001,0.40000000000000002,3001.1444588806617,3255.0991471912521,0.084619281674067778
0.01,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,37523.630499326566,37526.450716166109,7.515842156036401e-05
0.01201388888888889,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,39965.052992701596,39969.58325342484,0.00011335555401544438
0.014027777777777778,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,41372.126022042401,41378.891872333144,0.00016353644207548496
0.016041666666666666,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,41936.090163900888,41945.635593061874,0.00022761848144829271
0.018055555555555554,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,41820.331620354191,41833.19606871721,0.00030761229919942622
0.020069444444444445,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,41168.025524457466,41184.723821951338,0.00040561327100695031
0.022083333333333333,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,40103.665521216128,40124.669485455423,0.00052374175692700966
0.024097222222222221,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,38741.103005943245,38766.831533951416,0.00066411449369997407
0.026111111111111113,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,37178.341918562975,37209.154958127372,0.00082879004211351866
0.028124999999999997,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,35494.578670905452,35530.772729338474,0.0010197066647445571
0.030138888888888889,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,33766.873872940683,33808.683113319901,0.0012381732622492507
0.03215277777777778,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,32054.434820951014,32102.037886102462,0.0014850695517593304
0.034166666666666665,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,30394.532102968096,30448.06047955023,0.0017611186249156319
0.036180555555555556,b2_B_plus_0p40,B,1,-0.23000000000000001,0.40000000000000002,28819.622802855592,28879.168349009451,0.0020661459229077252
