k,mu,P_AA,P_AB,P_BB,geometric_mean,r_minus_one,valid_geometric_mean
0.044236111111111115,0.5,31391.111991403282,21783.09252346999,15120.944175428149,21786.767819633598,-0.00016869396112517698,1
0.044236111111111115,1,50533.75940861331,38260.021643516629,28996.003735019905,38278.937766828756,-0.00049416531428725374,1
0.046249999999999999,0,24967.204853086863,16565.217515796285,10988.210023498652,16563.359883351968,0.00011215311732648559,1
0.046249999999999999,0.5,30158.846933262648,20911.397758704759,14505.37826960585,20915.675531574805,-0.00020452472900467367,1
0.046249999999999999,1,48511.074378229707,36687.849340868954,27776.552269422162,36707.906411462958,-0.00054639647298815319,1
0.048263888888888891,0,24081.445241634468,15966.803836574953,10584.532101321751,15965.300817908254,9.4142834127675101e-05,1
0.048263888888888891,0.5,29075.645627008977,20143.969222726333,13962.71397834918,20148.819410222659,-0.00024071819780491222,1
0.048263888888888891,1,46731.285447961563,35301.637734348558,26699.424974663933,35322.775227711856,-0.00059840975764313686,1
0.050277777777777775,0,23307.506257299014,15443.098407240215,10230.741671436721,15441.925900735994,7.5930069329377403e-05,1
0.050277777777777775,0.5,28127.934838177905,19471.274006147738,13486.255685896378,19476.666068501036,-0.00027684729687993404,1
0.050277777777777775,1,45170.958428893769,34083.366912821934,25750.764059008707,34105.522907906488,-0.00064963071067347666,1
0.052291666666666667,0,22629.106345074655,14983.211588245624,9919.5549641259804,14982.345082763914,5.7835103711934011e-05,1
0.052291666666666667,0.5,27295.813186873605,18879.381010407884,13066.250663077311,18885.283613232332,-0.00031255039348798697,1
0.052291666666666667,1,43797.183170115721,33007.839622720712,24911.274404953911,33030.949851840196,-0.00069965378601410944,1
0.054305555555555558,0,22030.903125513465,14576.887560665471,9644.1158524604834,14576.302071402939,4.0167201507124162e-05,1
0.054305555555555558,0.5,26560.585810018412,18355.213444182558,12693.550792607306,18361.594295182364,-0.00034751072794803051,1
0.054305555555555558,1,42579.326402059873,32051.625175755256,24163.030727373578,32075.622709525716,-0.00074815488346957615,1
0.056319444444444443,0,21496.691987022896,14213.304872745999,9397.1972925744049,14212.974908151968,2.3215730426962011e-05,1
